bits,group_size,bias_bits,index,value
2,4,8,225,0.38160467147827148
2,4,8,226,0.44814085960388184
2,4,8,227,0.53033268451690674
2,4,8,228,0.55381602048873901
2,4,8,229,0.57729941606521606
2,4,8,230,0.59686887264251709
2,4,8,231,0.61252444982528687
2,4,8,232,0.62426614761352539
2,4,8,233,0.63992172479629517
2,4,8,234,0.65166342258453369
2,4,8,235,0.66340506076812744
2,4,8,236,0.67514675855636597
2,4,8,237,0.68297457695007324
2,4,8,238,0.69471621513366699
2,4,8,239,0.70645791292190552
2,4,8,240,0.71819961071014404
2,4,8,241,0.72602736949920654
2,4,8,242,0.73385518789291382
2,4,8,243,0.74559688568115234
2,4,8,244,0.75342464447021484
2,4,8,245,0.76516634225845337
2,4,8,246,0.77690804004669189
2,4,8,247,0.78864967823028564
2,4,8,248,0.80039137601852417
2,4,8,249,0.8121330738067627
2,4,8,250,0.82387471199035645
2,4,8,251,0.839530348777771
2,4,8,252,0.85909980535507202
2,4,8,253,0.87866926193237305
2,4,8,254,0.90606653690338135
2,4,8,255,0.9373776912689209
3,4,2,0,-0.62426614761352539
3,4,2,1,-0.041095875203609467
3,4,2,2,0.04109586775302887
3,4,2,3,0.62818002700805664
3,4,3,0,-0.65949118137359619
3,4,3,1,-0.36986303329467773
3,4,3,2,-0.076320916414260864
3,4,3,3,-0.021526440978050232
3,4,3,4,0.025440320372581482
3,4,3,5,0.076320938766002655
3,4,3,6,0.37377691268920898
3,4,3,7,0.65949118137359619
3,4,4,0,-0.86301374435424805
3,4,4,1,-0.62818002700805664
3,4,4,2,-0.40508806705474854
3,4,4,3,-0.33855187892913818
3,4,4,4,-0.10371818393468857
3,4,4,5,-0.064579255878925323
3,4,4,6,-0.033268101513385773
3,4,4,7,-0.0097847208380699158
3,4,4,8,0.0097847133874893188
3,4,4,9,0.033268094062805176
3,4,4,10,0.064579248428344727
3,4,4,11,0.10763209313154221
3,4,4,12,0.34246575832366943
3,4,4,13,0.40900194644927979
3,4,4,14,0.62818002700805664
3,4,4,15,0.86692756414413452
3,4,6,0,-0.89823877811431885
3,4,6,1,-0.84344422817230225
3,4,6,2,-0.70254397392272949
3,4,6,3,-0.66340506076812744
3,4,6,4,-0.62426614761352539
3,4,6,5,-0.58904111385345459
3,4,6,6,-0.55772995948791504
3,4,6,7,-0.44814088940620422
3,4,6,8,-0.41291582584381104
3,4,6,9,-0.38943246006965637
3,4,6,10,-0.36986303329467773
3,4,6,11,-0.35420742630958557
3,4,6,12,-0.33855187892913818
3,4,6,13,-0.31898236274719238
3,4,6,14,-0.29158511757850647
3,4,6,15,-0.25636005401611328
3,4,6,16,-0.13111545145511627
3,4,6,17,-0.099804297089576721
3,4,6,18,-0.080234862864017487
3,4,6,19,-0.064579255878925323
3,4,6,20,-0.05675148218870163
3,4,6,21,-0.048923708498477936
3,4,6,22,-0.045009821653366089
3,4,6,23,-0.03718198835849762
3,4,6,24,-0.033268101513385773
3,4,6,25,-0.029354214668273926
3,4,6,26,-0.025440327823162079
3,4,6,27,-0.021526440978050232
3,4,6,28,-0.017612554132938385
3,4,6,29,-0.013698607683181763
3,4,6,30,-0.0058708339929580688
3,4,6,31,-0.0019569471478462219
3,4,6,32,0.001956939697265625
3,4,6,33,0.0058708265423774719
3,4,6,34,0.0097847133874893188
3,4,6,35,0.013698630034923553
3,4,6,36,0.0176125168800354
3,4,6,37,0.021526403725147247
3,4,6,38,0.025440320372581482
3,4,6,39,0.033268094062805176
3,4,6,40,0.037181980907917023
3,4,6,41,0.04109586775302887
3,4,6,42,0.048923671245574951
3,4,6,43,0.056751474738121033
3,4,6,44,0.064579248428344727
3,4,6,45,0.076320938766002655
3,4,6,46,0.088062629103660583
3,4,6,47,0.11154597997665405
3,4,6,48,0.1428571343421936
3,4,6,49,0.27592957019805908
3,4,6,50,0.30724072456359863
3,4,6,51,0.33463793992996216
3,4,6,52,0.35420739650726318
3,4,6,53,0.36986303329467773
3,4,6,54,0.38551855087280273
3,4,6,55,0.40508806705474854
3,4,6,56,0.42857140302658081
3,4,6,57,0.46379649639129639
3,4,6,58,0.57338547706604004
3,4,6,59,0.62035226821899414
3,4,6,60,0.66340506076812744
3,4,6,61,0.70254403352737427
3,4,6,62,0.8473581075668335
3,4,6,63,0.89823871850967407
3,4,8,0,-0.9530332088470459
3,4,8,1,-0.9178081750869751
3,4,8,2,-0.8943248987197876
3,4,8,3,-0.87866926193237305
3,4,8,4,-0.86301374435424805
3,4,8,5,-0.85127198696136475
3,4,8,6,-0.83561646938323975
3,4,8,7,-0.8121330738067627
3,4,8,8,-0.78082191944122314
3,4,8,9,-0.72602736949920654
3,4,8,10,-0.69863009452819824
3,4,8,11,-0.68297457695007324
3,4,8,12,-0.67123293876647949
3,4,8,13,-0.66340506076812744
3,4,8,14,-0.65557730197906494
3,4,8,15,-0.64774954319000244
3,4,8,16,-0.63992166519165039
3,4,8,17,-0.63209390640258789
3,4,8,18,-0.62426614761352539
3,4,8,19,-0.61252450942993164
3,4,8,20,-0.60469663143157959
3,4,8,21,-0.59686887264251709
3,4,8,22,-0.58512723445892334
3,4,8,23,-0.57338547706604004
3,4,8,24,-0.55381608009338379
3,4,8,25,-0.52641880512237549
3,4,8,26,-0.47945204377174377
3,4,8,27,-0.4559687077999115
3,4,8,28,-0.44031310081481934
3,4,8,29,-0.42857146263122559
3,4,8,30,-0.4207436740398407
3,4,8,31,-0.41682973504066467
3,4,8,32,-0.40900194644927979
3,4,8,33,-0.40508806705474854
3,4,8,34,-0.39726030826568604
3,4,8,35,-0.3933463990688324
3,4,8,36,-0.38943246006965637
3,4,8,37,-0.38551858067512512
3,4,8,38,-0.38160467147827148
3,4,8,39,-0.37769079208374023
3,4,8,40,-0.37377691268920898
3,4,8,41,-0.36986303329467773
3,4,8,42,-0.36594915390014648
3,4,8,43,-0.36203524470329285
3,4,8,44,-0.3581213653087616
3,4,8,45,-0.35420742630958557
3,4,8,46,-0.35420742630958557
3,4,8,47,-0.35029351711273193
3,4,8,48,-0.34637963771820068
3,4,8,49,-0.34246575832366943
3,4,8,50,-0.33855187892913818
3,4,8,51,-0.33463799953460693
3,4,8,52,-0.3307240903377533
3,4,8,53,-0.32681015133857727
3,4,8,54,-0.31898236274719238
3,4,8,55,-0.31506848335266113
3,4,8,56,-0.31115460395812988
3,4,8,57,-0.30332684516906738
3,4,8,58,-0.2954990565776825
3,4,8,59,-0.27984344959259033
3,4,8,60,-0.26027396321296692
3,4,8,61,-0.23679062724113464
3,4,8,62,-0.16634050011634827
3,4,8,63,-0.13894322514533997
3,4,8,64,-0.11937379091978073
3,4,8,65,-0.10763213038444519
3,4,8,66,-0.10371818393468857
3,4,8,67,-0.099804297089576721
3,4,8,68,-0.091976523399353027
3,4,8,69,-0.08806263655424118
3,4,8,70,-0.084148749709129333
3,4,8,71,-0.084148749709129333
3,4,8,72,-0.080234862864017487
3,4,8,73,-0.076320916414260864
3,4,8,74,-0.072407029569149017
3,4,8,75,-0.072407029569149017
3,4,8,76,-0.06849314272403717
3,4,8,77,-0.06849314272403717
3,4,8,78,-0.064579255878925323
3,4,8,79,-0.064579255878925323
3,4,8,80,-0.060665369033813477
3,4,8,81,-0.060665369033813477
3,4,8,82,-0.05675148218870163
3,4,8,83,-0.05675148218870163
3,4,8,84,-0.052837595343589783
3,4,8,85,-0.052837595343589783
3,4,8,86,-0.048923708498477936
3,4,8,87,-0.048923708498477936
3,4,8,88,-0.048923708498477936
3,4,8,89,-0.045009821653366089
3,4,8,90,-0.045009821653366089
3,4,8,91,-0.041095875203609467
3,4,8,92,-0.041095875203609467
3,4,8,93,-0.041095875203609467
3,4,8,94,-0.03718198835849762
3,4,8,95,-0.03718198835849762
3,4,8,96,-0.03718198835849762
3,4,8,97,-0.033268101513385773
3,4,8,98,-0.033268101513385773
3,4,8,99,-0.033268101513385773
3,4,8,100,-0.029354214668273926
3,4,8,101,-0.029354214668273926
3,4,8,102,-0.029354214668273926
3,4,8,103,-0.029354214668273926
3,4,8,104,-0.025440327823162079
3,4,8,105,-0.025440327823162079
3,4,8,106,-0.025440327823162079
3,4,8,107,-0.021526440978050232
3,4,8,108,-0.021526440978050232
3,4,8,109,-0.021526440978050232
3,4,8,110,-0.017612554132938385
3,4,8,111,-0.017612554132938385
3,4,8,112,-0.017612554132938385
3,4,8,113,-0.017612554132938385
3,4,8,114,-0.013698607683181763
3,4,8,115,-0.013698607683181763
3,4,8,116,-0.013698607683181763
3,4,8,117,-0.013698607683181763
3,4,8,118,-0.0097847208380699158
3,4,8,119,-0.0097847208380699158
3,4,8,120,-0.0097847208380699158
3,4,8,121,-0.0097847208380699158
3,4,8,122,-0.0058708339929580688
3,4,8,123,-0.0058708339929580688
3,4,8,124,-0.0058708339929580688
3,4,8,125,-0.0058708339929580688
3,4,8,126,-0.0019569471478462219
3,4,8,127,-0.0019569471478462219
3,4,8,128,-0.0019569471478462219
3,4,8,129,0.001956939697265625
3,4,8,130,0.001956939697265625
3,4,8,131,0.001956939697265625
3,4,8,132,0.001956939697265625
3,4,8,133,0.0058708265423774719
3,4,8,134,0.0058708265423774719
3,4,8,135,0.0058708265423774719
3,4,8,136,0.0058708265423774719
3,4,8,137,0.0097847133874893188
3,4,8,138,0.0097847133874893188
3,4,8,139,0.0097847133874893188
3,4,8,140,0.0097847133874893188
3,4,8,141,0.013698630034923553
3,4,8,142,0.013698630034923553
3,4,8,143,0.013698630034923553
3,4,8,144,0.0176125168800354
3,4,8,145,0.0176125168800354
3,4,8,146,0.0176125168800354
3,4,8,147,0.021526403725147247
3,4,8,148,0.021526403725147247
3,4,8,149,0.021526403725147247
3,4,8,150,0.021526403725147247
3,4,8,151,0.025440320372581482
3,4,8,152,0.025440320372581482
3,4,8,153,0.025440320372581482
3,4,8,154,0.029354207217693329
3,4,8,155,0.029354207217693329
3,4,8,156,0.029354207217693329
3,4,8,157,0.033268094062805176
3,4,8,158,0.033268094062805176
3,4,8,159,0.033268094062805176
3,4,8,160,0.033268094062805176
3,4,8,161,0.037181980907917023
3,4,8,162,0.037181980907917023
3,4,8,163,0.037181980907917023
3,4,8,164,0.04109586775302887
3,4,8,165,0.04109586775302887
3,4,8,166,0.045009784400463104
3,4,8,167,0.045009784400463104
3,4,8,168,0.045009784400463104
3,4,8,169,0.048923671245574951
3,4,8,170,0.048923671245574951
3,4,8,171,0.048923671245574951
3,4,8,172,0.052837558090686798
3,4,8,173,0.052837558090686798
3,4,8,174,0.056751474738121033
3,4,8,175,0.056751474738121033
3,4,8,176,0.06066536158323288
3,4,8,177,0.06066536158323288
3,4,8,178,0.064579248428344727
3,4,8,179,0.064579248428344727
3,4,8,180,0.068493135273456573
3,4,8,181,0.07240702211856842
3,4,8,182,0.07240702211856842
3,4,8,183,0.076320938766002655
3,4,8,184,0.076320938766002655
3,4,8,185,0.080234825611114502
3,4,8,186,0.084148712456226349
3,4,8,187,0.088062629103660583
3,4,8,188,0.09197651594877243
3,4,8,189,0.095890402793884277
3,4,8,190,0.10371817648410797
3,4,8,191,0.11154597997665405
3,4,8,192,0.12720155715942383
3,4,8,193,0.15459883213043213
3,4,8,194,0.23287671804428101
3,4,8,195,0.26027393341064453
3,4,8,196,0.27984344959259033
3,4,8,197,0.29158508777618408
3,4,8,198,0.29941290616989136
3,4,8,199,0.30724072456359863
3,4,8,200,0.31115460395812988
3,4,8,201,0.31898236274719238
3,4,8,202,0.32289624214172363
3,4,8,203,0.32681018114089966
3,4,8,204,0.33463793992996216
3,4,8,205,0.33855187892913818
3,4,8,206,0.34246575832366943
3,4,8,207,0.34637963771820068
3,4,8,208,0.35029351711273193
3,4,8,209,0.35420739650726318
3,4,8,210,0.35812133550643921
3,4,8,211,0.36203521490097046
3,4,8,212,0.36203521490097046
3,4,8,213,0.36594909429550171
3,4,8,214,0.36986303329467773
3,4,8,215,0.37377691268920898
3,4,8,216,0.37769079208374023
3,4,8,217,0.38160467147827148
3,4,8,218,0.38551855087280273
3,4,8,219,0.38943248987197876
3,4,8,220,0.39334636926651001
3,4,8,221,0.39726024866104126
3,4,8,222,0.40117418766021729
3,4,8,223,0.40508806705474854
3,4,8,224,0.41291582584381104
3,4,8,225,0.41682970523834229
3,4,8,226,0.42465752363204956
3,4,8,227,0.43248534202575684
3,4,8,228,0.44814085960388184
3,4,8,229,0.47162425518035889
3,4,8,230,0.50293540954589844
3,4,8,231,0.54207432270050049
3,4,8,232,0.56555771827697754
3,4,8,233,0.58121329545974731
3,4,8,234,0.59686887264251709
3,4,8,235,0.60469663143157959
3,4,8,236,0.61252444982528687
3,4,8,237,0.62426614761352539
3,4,8,238,0.63209390640258789
3,4,8,239,0.63992172479629517
3,4,8,240,0.65166342258453369
3,4,8,241,0.65949118137359619
3,4,8,242,0.66731894016265869
3,4,8,243,0.67514675855636597
3,4,8,244,0.68688845634460449
3,4,8,245,0.70645791292190552
3,4,8,246,0.73385518789291382
3,4,8,247,0.79647749662399292
3,4,8,248,0.8199608325958252
3,4,8,249,0.839530348777771
3,4,8,250,0.855185866355896
3,4,8,251,0.87084150314331055
3,4,8,252,0.88649702072143555
3,4,8,253,0.90606653690338135
3,4,8,254,0.92954987287521362
3,4,8,255,0.95694714784622192
4,4,2,0,-0.69863009452819824
4,4,2,1,-0.033268101513385773
4,4,2,2,0.001956939697265625
4,4,2,3,0.037181980907917023
4,4,3,0,-0.8043053150177002
4,4,3,1,-0.50293540954589844
4,4,3,2,-0.19765165448188782
4,4,3,3,-0.021526440978050232
4,4,3,4,0.021526403725147247
4,4,3,5,0.19373774528503418
4,4,3,6,0.48336595296859741
4,4,3,7,0.79647749662399292
4,4,4,0,-0.855185866355896
4,4,4,1,-0.64383566379547119
4,4,4,2,-0.46379649639129639
4,4,4,3,-0.30332684516906738
4,4,4,4,-0.19373776018619537
4,4,4,5,-0.14285716414451599
4,4,4,6,-0.045009821653366089
4,4,4,7,-0.013698607683181763
4,4,4,8,0.013698630034923553
4,4,4,9,0.04109586775302887
4,4,4,10,0.1428571343421936
4,4,4,11,0.19373774528503418
4,4,4,12,0.30724072456359863
4,4,4,13,0.46379649639129639
4,4,4,14,0.64774948358535767
4,4,4,15,0.8747553825378418
4,4,6,0,-0.93346381187438965
4,4,6,1,-0.839530348777771
4,4,6,2,-0.78082191944122314
4,4,6,3,-0.69080233573913574
4,4,6,4,-0.62035226821899414
4,4,6,5,-0.57338547706604004
4,4,6,6,-0.54207432270050049
4,4,6,7,-0.46771037578582764
4,4,6,8,-0.43639922142028809
4,4,6,9,-0.40117418766021729
4,4,6,10,-0.35029351711273193
4,4,6,11,-0.31898236274719238
4,4,6,12,-0.2954990565776825
4,4,6,13,-0.27201569080352783
4,4,6,14,-0.22504891455173492
4,4,6,15,-0.19765165448188782
4,4,6,16,-0.18199610710144043
4,4,6,17,-0.16634050011634827
4,4,6,18,-0.15068495273590088
4,4,6,19,-0.13894322514533997
4,4,6,20,-0.11937379091978073
4,4,6,21,-0.06849314272403717
4,4,6,22,-0.048923708498477936
4,4,6,23,-0.041095875203609467
4,4,6,24,-0.033268101513385773
4,4,6,25,-0.025440327823162079
4,4,6,26,-0.021526440978050232
4,4,6,27,-0.017612554132938385
4,4,6,28,-0.013698607683181763
4,4,6,29,-0.0097847208380699158
4,4,6,30,-0.0058708339929580688
4,4,6,31,-0.0019569471478462219
4,4,6,32,0.001956939697265625
4,4,6,33,0.0058708265423774719
4,4,6,34,0.0097847133874893188
4,4,6,35,0.013698630034923553
4,4,6,36,0.021526403725147247
4,4,6,37,0.025440320372581482
4,4,6,38,0.029354207217693329
4,4,6,39,0.033268094062805176
4,4,6,40,0.04109586775302887
4,4,6,41,0.048923671245574951
4,4,6,42,0.064579248428344727
4,4,6,43,0.1154598668217659
4,4,6,44,0.13502933084964752
4,4,6,45,0.15068493783473969
4,4,6,46,0.16242659091949463
4,4,6,47,0.17416828870773315
4,4,6,48,0.19373774528503418
4,4,6,49,0.22113502025604248
4,4,6,50,0.26810175180435181
4,4,6,51,0.29549902677536011
4,4,6,52,0.31506848335266113
4,4,6,53,0.33855187892913818
4,4,6,54,0.36594909429550171
4,4,6,55,0.42465752363204956
4,4,6,56,0.45988255739212036
4,4,6,57,0.49510765075683594
4,4,6,58,0.56164383888244629
4,4,6,59,0.61252444982528687
4,4,6,60,0.68297457695007324
4,4,6,61,0.72211349010467529
4,4,6,62,0.82778865098953247
4,4,6,63,0.92954987287521362
4,4,8,0,-0.984344482421875
4,4,8,1,-0.96086108684539795
4,4,8,2,-0.93346381187438965
4,4,8,3,-0.9099804162979126
4,4,8,4,-0.8825831413269043
4,4,8,5,-0.855185866355896
4,4,8,6,-0.8317025899887085
4,4,8,7,-0.81604695320129395
4,4,8,8,-0.7964775562286377
4,4,8,9,-0.77299416065216064
4,4,8,10,-0.74559688568115234
4,4,8,11,-0.72211349010467529
4,4,8,12,-0.70645797252655029
4,4,8,13,-0.69471621513366699
4,4,8,14,-0.68297457695007324
4,4,8,15,-0.66731894016265869
4,4,8,16,-0.65166342258453369
4,4,8,17,-0.63209390640258789
4,4,8,18,-0.61252450942993164
4,4,8,19,-0.60078275203704834
4,4,8,20,-0.58904111385345459
4,4,8,21,-0.57729935646057129
4,4,8,22,-0.56947159767150879
4,4,8,23,-0.55772995948791504
4,4,8,24,-0.54598832130432129
4,4,8,25,-0.53424656391143799
4,4,8,26,-0.52250492572784424
4,4,8,27,-0.49902153015136719
4,4,8,28,-0.48727986216545105
4,4,8,29,-0.47553813457489014
4,4,8,30,-0.46379649639129639
4,4,8,31,-0.4559687077999115
4,4,8,32,-0.44814088940620422
4,4,8,33,-0.44031310081481934
4,4,8,34,-0.43639922142028809
4,4,8,35,-0.42857146263122559
4,4,8,36,-0.4207436740398407
4,4,8,37,-0.40900194644927979
4,4,8,38,-0.3933463990688324
4,4,8,39,-0.37769079208374023
4,4,8,40,-0.3581213653087616
4,4,8,41,-0.34637963771820068
4,4,8,42,-0.33855187892913818
4,4,8,43,-0.33463799953460693
4,4,8,44,-0.32681015133857727
4,4,8,45,-0.31898236274719238
4,4,8,46,-0.31115460395812988
4,4,8,47,-0.30724072456359863
4,4,8,48,-0.30332684516906738
4,4,8,49,-0.29941293597221375
4,4,8,50,-0.2954990565776825
4,4,8,51,-0.28767120838165283
4,4,8,52,-0.27984344959259033
4,4,8,53,-0.27592957019805908
4,4,8,54,-0.26810178160667419
4,4,8,55,-0.25636005401611328
4,4,8,56,-0.23679062724113464
4,4,8,57,-0.22113502025604248
4,4,8,58,-0.21330726146697998
4,4,8,59,-0.20547947287559509
4,4,8,60,-0.20156553387641907
4,4,8,61,-0.19373776018619537
4,4,8,62,-0.18982386589050293
4,4,8,63,-0.18982386589050293
4,4,8,64,-0.18590998649597168
4,4,8,65,-0.18199610710144043
4,4,8,66,-0.17808221280574799
4,4,8,67,-0.17416831851005554
4,4,8,68,-0.17025443911552429
4,4,8,69,-0.16634050011634827
4,4,8,70,-0.16634050011634827
4,4,8,71,-0.16242660582065582
4,4,8,72,-0.15851271152496338
4,4,8,73,-0.15459883213043213
4,4,8,74,-0.15068495273590088
4,4,8,75,-0.14677105844020844
4,4,8,76,-0.14285716414451599
4,4,8,77,-0.14285716414451599
4,4,8,78,-0.13894322514533997
4,4,8,79,-0.13502934575080872
4,4,8,80,-0.13111545145511627
4,4,8,81,-0.12328767776489258
4,4,8,82,-0.11937379091978073
4,4,8,83,-0.10763213038444519
4,4,8,84,-0.08806263655424118
4,4,8,85,-0.072407029569149017
4,4,8,86,-0.064579255878925323
4,4,8,87,-0.05675148218870163
4,4,8,88,-0.052837595343589783
4,4,8,89,-0.052837595343589783
4,4,8,90,-0.048923708498477936
4,4,8,91,-0.045009821653366089
4,4,8,92,-0.045009821653366089
4,4,8,93,-0.041095875203609467
4,4,8,94,-0.041095875203609467
4,4,8,95,-0.03718198835849762
4,4,8,96,-0.03718198835849762
4,4,8,97,-0.033268101513385773
4,4,8,98,-0.033268101513385773
4,4,8,99,-0.033268101513385773
4,4,8,100,-0.029354214668273926
4,4,8,101,-0.029354214668273926
4,4,8,102,-0.029354214668273926
4,4,8,103,-0.025440327823162079
4,4,8,104,-0.025440327823162079
4,4,8,105,-0.025440327823162079
4,4,8,106,-0.021526440978050232
4,4,8,107,-0.021526440978050232
4,4,8,108,-0.021526440978050232
4,4,8,109,-0.017612554132938385
4,4,8,110,-0.017612554132938385
4,4,8,111,-0.017612554132938385
4,4,8,112,-0.017612554132938385
4,4,8,113,-0.013698607683181763
4,4,8,114,-0.013698607683181763
4,4,8,115,-0.013698607683181763
4,4,8,116,-0.0097847208380699158
4,4,8,117,-0.0097847208380699158
4,4,8,118,-0.0097847208380699158
4,4,8,119,-0.0097847208380699158
4,4,8,120,-0.0058708339929580688
4,4,8,121,-0.0058708339929580688
4,4,8,122,-0.0058708339929580688
4,4,8,123,-0.0058708339929580688
4,4,8,124,-0.0019569471478462219
4,4,8,125,-0.0019569471478462219
4,4,8,126,-0.0019569471478462219
4,4,8,127,-0.0019569471478462219
4,4,8,128,0.001956939697265625
4,4,8,129,0.001956939697265625
4,4,8,130,0.001956939697265625
4,4,8,131,0.001956939697265625
4,4,8,132,0.0058708265423774719
4,4,8,133,0.0058708265423774719
4,4,8,134,0.0058708265423774719
4,4,8,135,0.0058708265423774719
4,4,8,136,0.0097847133874893188
4,4,8,137,0.0097847133874893188
4,4,8,138,0.0097847133874893188
4,4,8,139,0.0097847133874893188
4,4,8,140,0.013698630034923553
4,4,8,141,0.013698630034923553
4,4,8,142,0.013698630034923553
4,4,8,143,0.0176125168800354
4,4,8,144,0.0176125168800354
4,4,8,145,0.0176125168800354
4,4,8,146,0.0176125168800354
4,4,8,147,0.021526403725147247
4,4,8,148,0.021526403725147247
4,4,8,149,0.021526403725147247
4,4,8,150,0.025440320372581482
4,4,8,151,0.025440320372581482
4,4,8,152,0.025440320372581482
4,4,8,153,0.029354207217693329
4,4,8,154,0.029354207217693329
4,4,8,155,0.029354207217693329
4,4,8,156,0.033268094062805176
4,4,8,157,0.033268094062805176
4,4,8,158,0.033268094062805176
4,4,8,159,0.037181980907917023
4,4,8,160,0.037181980907917023
4,4,8,161,0.04109586775302887
4,4,8,162,0.04109586775302887
4,4,8,163,0.04109586775302887
4,4,8,164,0.045009784400463104
4,4,8,165,0.045009784400463104
4,4,8,166,0.048923671245574951
4,4,8,167,0.052837558090686798
4,4,8,168,0.056751474738121033
4,4,8,169,0.06066536158323288
4,4,8,170,0.064579248428344727
4,4,8,171,0.07240702211856842
4,4,8,172,0.088062629103660583
4,4,8,173,0.11154597997665405
4,4,8,174,0.12328767031431198
4,4,8,175,0.12720155715942383
4,4,8,176,0.13111543655395508
4,4,8,177,0.13502933084964752
4,4,8,178,0.13894325494766235
4,4,8,179,0.1428571343421936
4,4,8,180,0.1428571343421936
4,4,8,181,0.14677101373672485
4,4,8,182,0.15068493783473969
4,4,8,183,0.15459883213043213
4,4,8,184,0.15851271152496338
4,4,8,185,0.16242659091949463
4,4,8,186,0.16242659091949463
4,4,8,187,0.16634048521518707
4,4,8,188,0.1702544093132019
4,4,8,189,0.17416828870773315
4,4,8,190,0.1780821681022644
4,4,8,191,0.18199609220027924
4,4,8,192,0.18590998649597168
4,4,8,193,0.18982386589050293
4,4,8,194,0.19373774528503418
4,4,8,195,0.19765163958072662
4,4,8,196,0.20156556367874146
4,4,8,197,0.20547944307327271
4,4,8,198,0.21330724656581879
4,4,8,199,0.22504889965057373
4,4,8,200,0.23679059743881226
4,4,8,201,0.25636005401611328
4,4,8,202,0.26810175180435181
4,4,8,203,0.27984344959259033
4,4,8,204,0.28767120838165283
4,4,8,205,0.29158508777618408
4,4,8,206,0.29941290616989136
4,4,8,207,0.30332678556442261
4,4,8,208,0.30724072456359863
4,4,8,209,0.31506848335266113
4,4,8,210,0.31898236274719238
4,4,8,211,0.32289624214172363
4,4,8,212,0.32681018114089966
4,4,8,213,0.33463793992996216
4,4,8,214,0.33855187892913818
4,4,8,215,0.34637963771820068
4,4,8,216,0.35420739650726318
4,4,8,217,0.36203521490097046
4,4,8,218,0.37769079208374023
4,4,8,219,0.39726024866104126
4,4,8,220,0.41291582584381104
4,4,8,221,0.42465752363204956
4,4,8,222,0.43248534202575684
4,4,8,223,0.44031310081481934
4,4,8,224,0.44422698020935059
4,4,8,225,0.45205479860305786
4,4,8,226,0.46379649639129639
4,4,8,227,0.47162425518035889
4,4,8,228,0.48336595296859741
4,4,8,229,0.49510765075683594
4,4,8,230,0.51859098672866821
4,4,8,231,0.53816044330596924
4,4,8,232,0.54990214109420776
4,4,8,233,0.56164383888244629
4,4,8,234,0.57338547706604004
4,4,8,235,0.58512717485427856
4,4,8,236,0.59686887264251709
4,4,8,237,0.61252444982528687
4,4,8,238,0.62818002700805664
4,4,8,239,0.64774948358535767
4,4,8,240,0.66340506076812744
4,4,8,241,0.67514675855636597
4,4,8,242,0.69080233573913574
4,4,8,243,0.70645791292190552
4,4,8,244,0.72211349010467529
4,4,8,245,0.73776906728744507
4,4,8,246,0.76908022165298462
4,4,8,247,0.79647749662399292
4,4,8,248,0.8121330738067627
4,4,8,249,0.83170253038406372
4,4,8,250,0.85127198696136475
4,4,8,251,0.8825831413269043
4,4,8,252,0.9099804162979126
4,4,8,253,0.92954987287521362
4,4,8,254,0.95694714784622192
4,4,8,255,0.98434442281723022
6,4,2,0,-0.033268101513385773
6,4,2,1,-0.013698607683181763
6,4,2,2,0.23287671804428101
6,4,2,3,0.67123287916183472
6,4,3,0,-0.7964775562286377
6,4,3,1,-0.50684928894042969
6,4,3,2,-0.26027396321296692
6,4,3,3,-0.048923708498477936
6,4,3,4,0.048923671245574951
6,4,3,5,0.27201563119888306
6,4,3,6,0.53033268451690674
6,4,3,7,0.80821919441223145
6,4,4,0,-0.87084150314331055
6,4,4,1,-0.66731894016265869
6,4,4,2,-0.49119377136230469
6,4,4,3,-0.34637963771820068
6,4,4,4,-0.22896280884742737
6,4,4,5,-0.13502934575080872
6,4,4,6,-0.05675148218870163
6,4,4,7,-0.017612554132938385
6,4,4,8,0.0176125168800354
6,4,4,9,0.06066536158323288
6,4,4,10,0.13502933084964752
6,4,4,11,0.23287671804428101
6,4,4,12,0.35029351711273193
6,4,4,13,0.50293540954589844
6,4,4,14,0.67123287916183472
6,4,4,15,0.8747553825378418
6,4,6,0,-0.9452054500579834
6,4,6,1,-0.8590998649597168
6,4,6,2,-0.77690804004669189
6,4,6,3,-0.71037185192108154
6,4,6,4,-0.65949118137359619
6,4,6,5,-0.61252450942993164
6,4,6,6,-0.55772995948791504
6,4,6,7,-0.50684928894042969
6,4,6,8,-0.4559687077999115
6,4,6,9,-0.41291582584381104
6,4,6,10,-0.37377691268920898
6,4,6,11,-0.33855187892913818
6,4,6,12,-0.2954990565776825
6,4,6,13,-0.26027396321296692
6,4,6,14,-0.22504891455173492
6,4,6,15,-0.19373776018619537
6,4,6,16,-0.16242660582065582
6,4,6,17,-0.13502934575080872
6,4,6,18,-0.10763213038444519
6,4,6,19,-0.08806263655424118
6,4,6,20,-0.06849314272403717
6,4,6,21,-0.05675148218870163
6,4,6,22,-0.052837595343589783
6,4,6,23,-0.045009821653366089
6,4,6,24,-0.03718198835849762
6,4,6,25,-0.029354214668273926
6,4,6,26,-0.025440327823162079
6,4,6,27,-0.017612554132938385
6,4,6,28,-0.013698607683181763
6,4,6,29,-0.0097847208380699158
6,4,6,30,-0.0058708339929580688
6,4,6,31,-0.0019569471478462219
6,4,6,32,0.0058708265423774719
6,4,6,33,0.0097847133874893188
6,4,6,34,0.013698630034923553
6,4,6,35,0.0176125168800354
6,4,6,36,0.021526403725147247
6,4,6,37,0.025440320372581482
6,4,6,38,0.037181980907917023
6,4,6,39,0.04109586775302887
6,4,6,40,0.045009784400463104
